widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,d-cp-1,d-cp-2,d-cp-3,d-inform-2,d-inform-3,corpus-freq,c-cp-1,c-cp-2,c-cp-3,c-inform-2,c-inform-3
4,--,,,,:,,,,,,,27,And for them --,2,2
1,and,3.0,1.0,1.0,CC,cc,3.0,3.0,4.0,3.0,-2.25,28,and so for us --,2,2,63,0.0379289584587598,0.140495867768595,0.0,1.55707485278873,0.24348968258547,1549,0.0392320745637363,0.0714285714285714,0.0,2.60053892310722,0.707957414545442
2,so,2.0,1.0,1.0,RB,root,1.0,1.0,2.0,1.0,-0.25,28,and so for us --,2,2,6,0.00361228175797712,0.0634920634920635,0.235294117647059,4.62447436142481,1.39164189416689,120,0.00303928272927589,0.0109748224661072,0.0742857142857143,5.82154915712896,1.59640377716947
3,for,3.0,1.0,1.0,IN,case,4.0,4.0,2.0,4.0,-2.5,28,and so for us --,2,2,20,0.0120409391932571,0.166666666666667,0.25,2.95587660243808,0.433621267098575,447,0.0113213281665527,0.00833333333333333,0.0588235294117647,3.64882859033514,0.891151486830728
4,us,2.0,1.0,1.0,PRP,nmod:for,5.0,5.0,1.0,5.0,-3.0,28,and so for us --,2,2,2,0.00120409391932571,0.05,1.0,2.95344529780426,0.0,279,0.00706633234556645,0.0223713646532438,1.0,2.68557270048338,0.473209852665312
5,--,,,,:,,,,,,,28,and so for us --,2,2
1,this,3.0,1.0,1.0,DT,nsubj,4.0,4.0,2.0,4.0,-2.5,29,this is no time of ease or of rest .,4,4,15,0.00903070439494281,0.0165289256198347,0.0,2.88216710996423,0.250325833477565,323,0.00818073601296761,0.0212244897959184,0.0,4.74961945634651,1.34904796006705
2,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,29,this is no time of ease or of rest .,4,4,19,0.0114388922335942,0.2,0.5,2.24086001272581,0.399208552669535,500,0.0126636780386495,0.105263157894737,0.346153846153846,3.30456875255596,1.21984204040818
3,no,2.0,1.0,1.0,DT,neg,5.0,5.0,5.0,5.0,-4.0,29,this is no time of ease or of rest .,4,4,11,0.00662251655629139,0.210526315789474,0.333333333333333,4.34083046637033,0.234996590974651,123,0.00311526479750779,0.03,0.0588235294117647,5.8579062144292,1.81896902285351
4,time,3.0,1.0,1.0,NN,root,3.0,3.0,3.0,3.0,-2.0,29,this is no time of ease or of rest .,4,4,5,0.00301023479831427,0.0909090909090909,0.25,2.75172792740492,0.8,112,0.0028366638806575,0.00813008130081301,0.0666666666666667,5.38912611171019,2.58884347335073
5,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,29,this is no time of ease or of rest .,4,4,95,0.0571944611679711,0.8,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.151785714285714,1.0,1.70240777240252,0.42749345896955
6,ease,2.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,29,this is no time of ease or of rest .,4,4,1,0.000602046959662854,0.0105263157894737,0.25,6.56985560833095,2.0,2,5.06547121545982e-05,0.000591366055588409,0.0588235294117647,5.36183047220499,2.04373142062517
7,or,2.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,29,this is no time of ease or of rest .,4,4,9,0.00541842263696568,1.0,1.0,1.66837945026519,0.0,111,0.0028113365245802,0.5,1.0,3.88253648518402,0.714987593011417
8,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,29,this is no time of ease or of rest .,4,4,95,0.0571944611679711,0.111111111111111,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.00900900900900901,1.0,1.70240777240252,0.42749345896955
9,rest,4.0,1.0,1.0,NN,conj:or,1.0,1.0,1.0,1.0,0.0,29,this is no time of ease or of rest .,4,4,1,0.000602046959662854,0.0105263157894737,1.0,6.56985560833095,0.0,7,0.000177291492541094,0.000591366055588409,1.0,8.54335339061592,2.41738260755452
10,.,,,,.,,,,,,,29,this is no time of ease or of rest .,4,4
1,In,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,30,"In too much of the earth there is want , discord , danger .",2,2,42,0.0252859723058399,0.0495867768595041,0.0,1.93145914722911,0.424817865319376,808,0.0204645037104577,0.0387755102040816,0.0,3.34290743706567,0.901193404818875
2,too,2.0,1.0,1.0,RB,advmod,4.0,4.0,4.0,4.0,-3.0,30,"In too much of the earth there is want , discord , danger .",2,2,3,0.00180614087898856,0.0238095238095238,0.166666666666667,5.6944325082225,0.861654166907052,28,0.000709165970164374,0.00123762376237624,0.0105263157894737,6.00111269824409,1.71160964054664
3,much,3.0,1.0,1.0,RB,nmod:in,3.0,3.0,3.0,3.0,-2.0,30,"In too much of the earth there is want , discord , danger .",2,2,3,0.00180614087898856,0.333333333333333,1.0,2.34813137311948,0.0,27,0.000683838614087075,0.0714285714285714,1.0,5.38310687630345,1.93491707183396
4,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,30,"In too much of the earth there is want , discord , danger .",2,2,95,0.0571944611679711,0.666666666666667,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.148148148148148,0.5,1.70240777240252,0.42749345896955
5,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,30,"In too much of the earth there is want , discord , danger .",2,2,113,0.0680313064419025,0.105263157894737,0.5,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.140745121230041,0.5,2.74917326769894,0.87789225295395
6,earth,2.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,30,"In too much of the earth there is want , discord , danger .",2,2,5,0.00301023479831427,0.0265486725663717,0.2,4.12250799613812,0.928771237954945,41,0.00103842159916926,0.00574966828836798,0.0336134453781513,5.55597803221483,1.9702355018558
7,there,3.0,1.0,1.0,EX,expl,4.0,4.0,4.0,4.0,-3.0,30,"In too much of the earth there is want , discord , danger .",2,2,6,0.00361228175797712,0.2,0.333333333333333,4.02917827030387,0.430827083453526,86,0.00217815262264772,0.024390243902439,0.0769230769230769,6.26840645758438,1.64308350700645
8,is,2.0,1.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,30,"In too much of the earth there is want , discord , danger .",2,2,19,0.0114388922335942,0.166666666666667,1.0,2.24086001272581,0.399208552669535,500,0.0126636780386495,0.372093023255814,1.0,3.30456875255596,1.21984204040818
9,want,4.0,1.0,1.0,VB,dep,2.0,2.0,2.0,2.0,-1.0,30,"In too much of the earth there is want , discord , danger .",2,2,3,0.00180614087898856,0.0526315789473684,1.0,3.60592770725818,0.666666666666667,13,0.000329255629004888,0.002,0.03125,6.72267999610001,3.07609669703692
10,",",,,,",",,,,,,,30,"In too much of the earth there is want , discord , danger .",2,2
11,discord,7.0,2.0,1.0,UH,discourse,4.0,4.0,4.0,4.0,-3.0,30,"In too much of the earth there is want , discord , danger .",2,2,1,0.000602046959662854,0.00869565217391304,0.5,6.84549005094438,1.0,4,0.000101309424309196,0.000442477876106195,0.5,7.84935999221098,1.6819801136408
12,",",,,,",",,,,,,,30,"In too much of the earth there is want , discord , danger .",2,2
13,danger,5.0,2.0,1.0,NN,nsubj,1.0,1.0,1.0,1.0,0.0,30,"In too much of the earth there is want , discord , danger .",2,2,1,0.000602046959662854,0.00869565217391304,1.0,6.84549005094438,0.0,8,0.000202618848618393,0.000442477876106195,1.0,7.01700008997374,1.23836132445106
14,.,,,,.,,,,,,,30,"In too much of the earth there is want , discord , danger .",2,2
1,New,2.0,1.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,4,0.00240818783865141,0.00826446280991736,0.0,5.04596388508099,0.25,155,0.00392574019198136,0.00122448979591837,0.0,5.01174271028487,1.98430177972326
2,forces,6.0,2.0,1.0,NNS,nsubj,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,2,0.00120409391932571,0.25,1.0,3.35021985907055,0.0,15,0.000379910341159486,0.00645161290322581,0.333333333333333,7.56159113190423,1.30807574088498
3,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,63,0.0379289584587598,0.5,1.0,1.55707485278873,0.24348968258547,1549,0.0392320745637363,0.2,1.0,2.60053892310722,0.707957414545442
4,new,2.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,4,0.00240818783865141,0.0158730158730159,1.0,5.04596388508099,0.25,155,0.00392574019198136,0.00387346675274371,0.333333333333333,5.01174271028487,1.98430177972326
5,nations,6.0,2.0,1.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,13,0.0078266104756171,0.25,1.0,2.81885694611437,0.84037019258506,76,0.00192487906187473,0.0193548387096774,0.166666666666667,4.39694437579696,1.60484982323932
6,stir,3.0,1.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,1,0.000602046959662854,0.0769230769230769,1.0,3.70043971814109,0.0,2,5.06547121545982e-05,0.0131578947368421,0.333333333333333,8.21949336398762,0.792481250360578
7,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,63,0.0379289584587598,1.0,1.0,1.55707485278873,0.24348968258547,1549,0.0392320745637363,0.5,1.0,2.60053892310722,0.707957414545442
8,strive,5.0,1.0,1.0,VBP,conj:and,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,2,0.00120409391932571,0.0158730158730159,1.0,5.71835577106861,0.5,13,0.000329255629004888,0.000645577792123951,1.0,6.45825947602396,3.69308145943032
9,across,5.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,3,0.00180614087898856,0.5,1.0,3.16794191266525,0.528320833573719,17,0.000430565053314085,0.0769230769230769,1.0,5.28069078047297,0.294117647058824
10,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,113,0.0680313064419025,0.333333333333333,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.647058823529412,1.0,2.74917326769894,0.87789225295395
11,earth,2.0,1.0,1.0,NN,nmod:across,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,5,0.00301023479831427,0.0265486725663717,1.0,4.12250799613812,0.928771237954945,41,0.00103842159916926,0.00574966828836798,0.181818181818182,5.55597803221483,1.9702355018558
12,",",,,,",",,,,,,,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2
13,with,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,7,0.00421432871763998,0.00869565217391304,0.333333333333333,2.5837544833009,0.452846428777473,225,0.0056986551173923,0.0106194690265487,0.2,3.88605006681577,1.00738903726858
14,power,3.0,2.0,1.0,NN,nmod:with,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,5,0.00301023479831427,0.142857142857143,1.0,3.90703513762766,1.07846348455575,53,0.00134234987209685,0.00444444444444444,0.0416666666666667,6.67843175688846,2.15313876649883
15,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,44,0.0264900662251656,0.2,1.0,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.339622641509434,1.0,2.80922440399267,0.755386798616441
16,bring,4.0,1.0,1.0,VB,acl,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,1,0.000602046959662854,0.0227272727272727,1.0,5.4594316186373,0.0,22,0.00055720183370058,0.0076988879384089,0.0555555555555556,6.68839082095371,3.14655439977988
17,",",,,,",",,,,,,,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2
18,by,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,9,0.00541842263696568,0.0173913043478261,1.0,1.84420785527747,0.0,221,0.0055973456930831,0.00575221238938053,1.0,2.9913459476461,0.712673273225197
19,their,3.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,16,0.00963275135460566,0.111111111111111,0.5,3.17658916929134,0.125,148,0.00374844869944027,0.0180995475113122,0.0769230769230769,4.89277055238413,1.10529466890457
20,fate,3.0,1.0,1.0,NN,nmod:by,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,3,0.00180614087898856,0.0625,1.0,5.21345264161013,1.10730936496245,10,0.000253273560772991,0.00675675675675676,0.25,8.05750536197607,3.47176166290562
21,",",,,,",",,,,,,,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2
22,great,4.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,5,0.00301023479831427,0.0173913043478261,1.0,3.60616602095468,0.516992500144231,81,0.00205151584226123,0.00221238938053097,0.5,6.78355398444408,2.28116140904594
23,good,3.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,2,0.00120409391932571,0.2,0.5,4.44589185160916,0.5,47,0.00119038573563306,0.0246913580246914,0.2,6.64941275097596,2.07207415849042
24,or,2.0,1.0,1.0,CC,cc,5.0,5.0,5.0,5.0,-4.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,9,0.00541842263696568,0.5,1.0,1.66837945026519,0.0,111,0.0028113365245802,0.0638297872340425,0.5,3.88253648518402,0.714987593011417
25,great,4.0,1.0,1.0,JJ,conj:or,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,5,0.00301023479831427,0.222222222222222,1.0,3.60616602095468,0.516992500144231,81,0.00205151584226123,0.018018018018018,0.333333333333333,6.78355398444408,2.28116140904594
26,evil,4.0,2.0,1.0,NN,appos,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,1,0.000602046959662854,0.2,0.5,2.32192809488736,1.0,7,0.000177291492541094,0.0123456790123457,0.5,5.03547691116141,0.428571428571429
27,to,2.0,1.0,1.0,TO,dep,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,44,0.0264900662251656,1.0,1.0,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.142857142857143,1.0,2.80922440399267,0.755386798616441
28,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,113,0.0680313064419025,0.113636363636364,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.0992301112061591,1.0,2.74917326769894,0.87789225295395
29,free,3.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,6,0.00361228175797712,0.0176991150442478,0.2,3.27154216049961,0.38698801581456,82,0.00207684319833853,0.00619195046439629,0.0258620689655172,6.59499444037439,2.5957830022371
30,world,4.0,1.0,1.0,NN,nmod:poss,2.0,2.0,2.0,2.0,-1.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,16,0.00963275135460566,0.166666666666667,0.5,3.10758328721842,0.926981443700894,209,0.00529341742015551,0.0487804878048781,0.214285714285714,4.42427793727638,2.38758758517027
31,'s,2.0,1.0,1.0,POS,case,,,,,,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,4,0.00240818783865141,0.125,1.0,2.08048202372184,0.701838730514401,156,0.00395106754805866,0.0861244019138756,0.75,3.33301387387288,1.5136314809964
32,future,5.0,2.0,1.0,NN,dep,1.0,1.0,1.0,1.0,0.0,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2,1,0.000602046959662854,0.25,0.5,2.0,1.0,42,0.00106374895524656,0.0192307692307692,0.0555555555555556,7.13694277982677,3.05684658024401
33,.,,,,.,,,,,,,31,"New forces and new nations stir and strive across the earth , with power to bring , by their fate , great good or great evil to the free world 's future .",3,2
1,From,4.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,6,0.00361228175797712,0.00826446280991736,0.0,2.60437039489258,0.264160416786859,137,0.00346984778258998,0.00653061224489796,0.0,3.75107420887647,0.708707985471283
2,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,113,0.0680313064419025,0.333333333333333,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.27007299270073,0.375,2.74917326769894,0.87789225295395
3,deserts,6.0,2.0,1.0,NNS,nmod:from,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.00884955752212389,0.5,6.82017896241519,1.0,3,7.59820682318973e-05,0.000884564352056612,0.027027027027027,6.76183018450102,1.73648445520965
4,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,95,0.0571944611679711,1.0,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.333333333333333,0.5,1.70240777240252,0.42749345896955
5,North,4.0,1.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.0105263157894737,1.0,6.56985560833095,0.0,4,0.000101309424309196,0.000591366055588409,1.0,10.5378146388039,2.36994506600728
6,Africa,6.0,3.0,1.0,NNP,nmod:of,4.0,4.0,4.0,4.0,-3.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,1.0,1.0,0.0,0.0,2,5.06547121545982e-05,0.25,1.0,6.09552960726583,0.0
7,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,44,0.0264900662251656,1.0,1.0,1.5791630544421,0.178235235077587,1169,0.0296076792543626,0.5,1.0,2.80922440399267,0.755386798616441
8,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,113,0.0680313064419025,0.113636363636364,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.0992301112061591,1.0,2.74917326769894,0.87789225295395
9,islands,6.0,2.0,1.0,NNS,nmod:to,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.00884955752212389,0.2,6.82017896241519,2.32192809488736,1,2.53273560772991e-05,0.000442282176028306,0.00862068965517241,11.1427452767515,6.85798099512757
10,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,95,0.0571944611679711,1.0,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,1.0,1.0,1.70240777240252,0.42749345896955
11,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,113,0.0680313064419025,0.105263157894737,1.0,2.19508976806024,0.290748899896194,2261,0.0572651520907732,0.140745121230041,1.0,2.74917326769894,0.87789225295395
12,South,3.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.00884955752212389,0.1,6.82017896241519,3.32192809488736,3,7.59820682318973e-05,0.000442282176028306,0.00420168067226891,7.24662223518037,2.63160592110265
13,Pacific,7.0,3.0,1.0,NNP,nmod:of,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,2,0.00120409391932571,1.0,1.0,3.41008948120759,1.58496250072116,2,5.06547121545982e-05,0.333333333333333,1.0,6.36385388873634,3.83621267098575
14,one,3.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,2,0.00120409391932571,0.5,1.0,2.66096404744368,1.29248125036058,90,0.00227946204695692,0.5,1.0,6.49020124811687,1.79885333322505
15,third,3.0,1.0,1.0,JJ,advmod,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.5,1.0,1.0,0.0,9,0.000227946204695692,0.0111111111111111,1.0,8.039964556341,2.68037900167676
16,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,95,0.0571944611679711,1.0,1.0,0.597431227836054,0.0883401833976712,1691,0.0428285591267128,0.444444444444444,1.0,1.70240777240252,0.42749345896955
17,all,2.0,1.0,1.0,DT,det,4.0,4.0,4.0,4.0,-3.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,26,0.0156532209512342,0.0947368421052632,1.0,3.3244530056033,0.0769230769230769,255,0.00645847579971127,0.0266114725014784,0.25,5.17198861245958,1.46355913653528
18,mankind,7.0,2.0,2.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,3,0.00180614087898856,0.0769230769230769,0.111111111111111,4.65691168153771,1.58496250072116,18,0.000455892409391384,0.0313725490196078,0.0444444444444444,6.9725703857975,2.27681445327876
19,has,3.0,1.0,1.0,VBZ,aux,3.0,3.0,2.0,3.0,-1.75,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,8,0.00481637567730283,0.333333333333333,0.5,1.21936093777043,0.25,149,0.00377377605551756,0.0555555555555556,0.125,4.50498796944749,1.49492042324111
20,entered,5.0,2.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.125,1.0,3.0,0.0,1,2.53273560772991e-05,0.00671140939597315,1.0,7.21916852046216,0.0
21,upon,4.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,6,0.00361228175797712,1.0,1.0,1.88415361159695,0.597493750120193,52,0.00131702251601955,1.0,1.0,3.51363576610817,0.71246110406515
22,an,2.0,1.0,1.0,DT,det,4.0,4.0,4.0,4.0,-3.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,3,0.00180614087898856,0.166666666666667,1.0,3.0516060363507,0.333333333333333,97,0.00245675353949801,0.0192307692307692,1.0,5.83447381900075,1.4810044891981
23,historic,8.0,3.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,0.333333333333333,1.0,1.58496250072116,0.0,8,0.000202618848618393,0.0103092783505155,1.0,9.10957288406877,0.936481637041209
24,struggle,7.0,2.0,1.0,NN,nmod:upon,2.0,2.0,2.0,2.0,-1.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,1,0.000602046959662854,1.0,1.0,0.0,0.0,9,0.000227946204695692,0.125,1.0,7.08650540653809,2.4112308862817
25,for,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,20,0.0120409391932571,1.0,1.0,2.95587660243808,0.433621267098575,447,0.0113213281665527,0.333333333333333,1.0,3.64882859033514,0.891151486830728
26,a,1.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,25,0.0150511739915713,0.05,1.0,2.86328816931055,0.37569269691115,789,0.019983283944989,0.0514541387024608,0.333333333333333,3.92641885050008,1.22415491206816
27,new,2.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,4,0.00240818783865141,0.08,1.0,5.04596388508099,0.25,155,0.00392574019198136,0.0785804816223067,0.347826086956522,5.01174271028487,1.98430177972326
28,freedom,6.0,2.0,1.0,NN,nmod:for,1.0,1.0,1.0,1.0,0.0,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7,11,0.00662251655629139,0.25,0.5,3.53750283529677,0.0909090909090909,129,0.00326722893397158,0.0129032258064516,0.0161290322580645,5.85424344357384,1.6409021517376
29,:,,,,:,,,,,,,32,From the deserts of North Africa to the islands of the South Pacific one third of all mankind has entered upon an historic struggle for a new freedom :,8,7
