widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2,doc-freq,d-cp-1,d-cp-2,d-cp-3,d-inform-2,d-inform-3,corpus-freq,c-cp-1,c-cp-2,c-cp-3,c-inform-2,c-inform-3,bigram,trigram
5,healing,5.0,2.0,1.0,NN,compound,2.0,2.0,2.0,2.0,-1.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,1,0.000671140939597315,0.0175438596491228,0.333333333333333,5.83289001416474,1.58496250072116,2,5.06547121545982e-05,0.000591366055588409,0.1,9.26872106781351,1.66096404744368,of healing,land of healing
6,miracles,8.0,3.0,1.0,NNS,nmod:of,3.0,3.0,3.0,3.0,-2.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,1,0.000671140939597315,1.0,1.0,0.0,0.0,2,5.06547121545982e-05,0.5,1.0,4.13806220263712,0.792481250360578,healing miracles,of healing miracles
7,",",,,,",",,,,,,,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4
8,neighbors,5.0,2.0,1.0,NNS,nsubj,2.0,2.0,2.0,2.0,-1.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,2,0.00134228187919463,0.0126582278481013,1.0,4.73685287480971,0.0,11,0.00027860091685029,0.000884955752212389,1.0,8.21030916402044,2.62531125139389,", neighbors","miracles , neighbors"
9,must,4.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,10,0.00671140939597315,0.5,1.0,1.81642784383012,0.54594316186373,162,0.00410303168452245,0.0909090909090909,0.5,4.6317416273288,2.50546943842405,neighbors must,", neighbors must"
10,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,16,0.010738255033557,0.3,1.0,2.48440119563873,0.43536151779138,339,0.00858597371020439,0.037037037037037,1.0,3.8745437833006,1.3625500366306,must not,neighbors must not
11,suffer,4.0,2.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,1,0.000671140939597315,0.0625,0.333333333333333,4.0,1.58496250072116,5,0.000126636780386495,0.00294985250737463,0.166666666666667,8.40595690396653,3.3215007408352,not suffer,must not suffer
12,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,67,0.0449664429530201,1.0,1.0,1.51634250610641,0.109282508878916,1549,0.0392320745637363,0.4,1.0,2.60053892310722,0.707957414545442,suffer and,not suffer and
13,die,2.0,1.0,1.0,VB,conj:and,2.0,2.0,2.0,2.0,-1.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,1,0.000671140939597315,0.0149253731343284,1.0,6.06608919045777,0.0,2,5.06547121545982e-05,0.000645577792123951,0.5,9.50113144596296,3.16096404744368,and die,suffer and die
14,untended,,,,NN,dobj,1.0,1.0,1.0,1.0,0.0,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4,1,0.000671140939597315,1.0,1.0,0.0,0.0,1,2.53273560772991e-05,0.5,1.0,1.0,0.0,die untended,and die untended
15,.,,,,.,,,,,,,26,"In a land of healing miracles , neighbors must not suffer and die untended .",4,4
1,In,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,37,0.0248322147651007,0.0535714285714286,0.0,1.87492509703579,0.0698638513708421,808,0.0204645037104577,0.0387755102040816,0.0,3.34290743706567,0.901193404818875,<s> in,
2,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,32,0.0214765100671141,0.162162162162162,0.666666666666667,2.08109466916246,0.257710643702911,789,0.019983283944989,0.0680693069306931,0.0631578947368421,3.92641885050008,1.22415491206816,in a,<s> in a
3,great,4.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,5,0.00335570469798658,0.03125,0.166666666666667,4.86131915275683,1.03398500028846,81,0.00205151584226123,0.0202788339670469,0.0363636363636364,6.78355398444408,2.28116140904594,a great,in a great
4,land,4.0,1.0,1.0,NN,nmod:in,3.0,3.0,3.0,3.0,-2.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,6,0.00402684563758389,0.2,1.0,3.83081551793497,0.833333333333333,39,0.000987766887014665,0.0246913580246914,0.0625,5.72606340665362,3.02119110331134,great land,a great land
5,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,57,0.038255033557047,0.5,1.0,0.648362911907467,0.101996161249422,1691,0.0428285591267128,0.256410256410256,0.5,1.70240777240252,0.42749345896955,land of,great land of
6,learning,5.0,2.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,1,0.000671140939597315,0.0175438596491228,0.333333333333333,5.83289001416474,1.58496250072116,2,5.06547121545982e-05,0.00118273211117682,0.1,9.72366094440998,1.66096404744368,of learning,land of learning
7,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,67,0.0449664429530201,1.0,1.0,1.51634250610641,0.109282508878916,1549,0.0392320745637363,1.0,1.0,2.60053892310722,0.707957414545442,learning and,of learning and
8,scholars,6.0,2.0,1.0,NNS,nmod:of,2.0,2.0,2.0,2.0,-1.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,1,0.000671140939597315,0.0149253731343284,1.0,6.06608919045777,0.0,1,2.53273560772991e-05,0.000645577792123951,0.5,10.5971214287896,1.0,and scholars,learning and scholars
9,",",,,,",",,,,,,,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4
10,young,3.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,1,0.000671140939597315,0.0126582278481013,1.0,6.3037807481771,0.0,19,0.000481219765468683,0.000884955752212389,1.0,7.33454293329911,1.86196910752337,", young","scholars , young"
11,people,5.0,2.0,1.0,NNS,nsubjpass,2.0,2.0,2.0,2.0,-1.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,9,0.00604026845637584,1.0,1.0,3.19330895664147,0.777777777777778,176,0.00445761466960464,0.0526315789473684,0.5,5.00737579276076,2.28619591351594,young people,", young people"
12,must,4.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,10,0.00671140939597315,0.111111111111111,1.0,1.81642784383012,0.54594316186373,162,0.00410303168452245,0.0113636363636364,1.0,4.6317416273288,2.50546943842405,people must,young people must
13,be,2.0,1.0,1.0,VB,auxpass,3.0,3.0,2.0,3.0,-1.75,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,13,0.0087248322147651,0.2,1.0,2.3573449454178,0.357219706905748,280,0.00709165970164374,0.265432098765432,0.5,3.29448660046259,1.07957544730509,must be,people must be
14,taught,3.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,1,0.000671140939597315,0.0769230769230769,0.5,3.70043971814109,1.0,4,0.000101309424309196,0.00714285714285714,0.0465116279069767,5.76808680627674,3.99545313158729,be taught,must be taught
15,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,36,0.0241610738255034,1.0,1.0,1.89969993145096,0.243926658709018,1169,0.0296076792543626,0.5,0.5,2.80922440399267,0.755386798616441,taught to,be taught to
16,read,3.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,1,0.000671140939597315,0.0277777777777778,1.0,5.16992500144231,0.0,6,0.000151964136463795,0.00256629597946963,0.5,7.82794749957743,0.984481765934753,to read,taught to read
17,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,67,0.0449664429530201,1.0,1.0,1.51634250610641,0.109282508878916,1549,0.0392320745637363,0.333333333333333,0.666666666666667,2.60053892310722,0.707957414545442,read and,to read and
18,write,3.0,1.0,1.0,VB,xcomp,1.0,1.0,1.0,1.0,0.0,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4,1,0.000671140939597315,0.0149253731343284,1.0,6.06608919045777,0.0,3,7.59820682318973e-05,0.0012911555842479,0.5,9.7951006907036,3.02738301378462,and write,read and write
19,.,,,,.,,,,,,,27,"In a great land of learning and scholars , young people must be taught to read and write .",4,4
1,For,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,18,0.0120805369127517,0.0892857142857143,0.0,2.4581436496934,0.111111111111111,447,0.0113213281665527,0.0297959183673469,0.0,3.64882859033514,0.891151486830728,<s> for,
2,more,3.0,1.0,1.0,JJR,advmod,5.0,5.0,5.0,5.0,-4.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,6,0.00402684563758389,0.0555555555555556,0.1,2.37711369039369,1.31781509926809,109,0.0027606818124256,0.00671140939597315,0.0136986301369863,5.64200439265705,1.84235532325933,for more,<s> for more
3,than,3.0,1.0,1.0,IN,mwe,6.0,6.0,5.0,6.0,-4.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,3,0.00201342281879195,0.333333333333333,1.0,1.05664166714744,0.0,64,0.00162095078894714,0.18348623853211,0.666666666666667,3.0331009370957,0.504834162850122,more than,for more than
4,30,,,,CD,nummod,4.0,4.0,4.0,4.0,-3.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,2,0.00134228187919463,0.333333333333333,0.5,2.87744375108173,2.16096404744368,2,5.06547121545982e-05,0.015625,0.05,7.40206551059166,5.25587632688369,than 30,more than 30
5,years,4.0,1.0,1.0,NNS,nmod:for,3.0,3.0,3.0,3.0,-2.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,3,0.00201342281879195,1.0,1.0,1.94429667138825,0.333333333333333,55,0.00139300458425145,1.0,1.0,2.90429954536072,0.933574238953556,30 years,than 30 years
6,that,3.0,1.0,1.0,IN,mark,4.0,4.0,3.0,4.0,-2.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,34,0.0228187919463087,0.333333333333333,0.5,2.18257452464928,0.310316081923037,640,0.0162095078894714,0.0363636363636364,0.5,3.3599348706285,0.975962233436096,years that,30 years that
7,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,15,0.0100671140939597,0.0588235294117647,1.0,3.76820356617148,0.17233083338141,213,0.00539472684446471,0.0125,0.5,5.1427819670081,1.29982848393134,that i,years that i
8,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,18,0.0120805369127517,0.4,0.5,2.06719188500321,0.986142574249383,292,0.00739558797457133,0.0985915492957746,0.25,3.80977694940257,2.02414628145526,i have,that i have
9,served,4.0,1.0,1.0,VBN,dep,3.0,3.0,3.0,3.0,-2.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,1,0.000671140939597315,0.0555555555555556,0.166666666666667,4.16992500144231,2.58496250072116,2,5.06547121545982e-05,0.00342465753424658,0.0476190476190476,7.20932162468795,4.59983617241818,have served,i have served
10,this,3.0,1.0,1.0,DT,det,4.0,4.0,3.0,4.0,-2.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,19,0.012751677852349,1.0,1.0,2.92269704461696,0.297045062619722,323,0.00818073601296761,0.5,1.0,4.74961945634651,1.34904796006705,served this,have served this
11,Nation,5.0,2.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,12,0.00805369127516779,0.105263157894737,1.0,3.0456660541852,0.465413541726763,157,0.00397639490413596,0.0464396284829721,1.0,4.45490017994966,2.21038218285602,this nation,served this nation
12,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,15,0.0100671140939597,0.0833333333333333,0.5,3.76820356617148,0.17233083338141,213,0.00539472684446471,0.0127388535031847,0.133333333333333,5.1427819670081,1.29982848393134,nation i,this nation i
13,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,18,0.0120805369127517,0.4,1.0,2.06719188500321,0.986142574249383,292,0.00739558797457133,0.0985915492957746,0.5,3.80977694940257,2.02414628145526,i have,nation i have
14,believed,6.0,2.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,1,0.000671140939597315,0.0555555555555556,0.166666666666667,4.16992500144231,2.58496250072116,5,0.000126636780386495,0.00342465753424658,0.0476190476190476,6.65006689490162,3.73284361903406,have believed,i have believed
15,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,34,0.0228187919463087,1.0,1.0,2.18257452464928,0.310316081923037,640,0.0162095078894714,0.4,1.0,3.3599348706285,0.975962233436096,believed that,have believed that
16,this,3.0,1.0,1.0,DT,det,6.0,6.0,5.0,6.0,-4.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,19,0.012751677852349,0.0294117647058824,1.0,2.92269704461696,0.297045062619722,323,0.00818073601296761,0.015625,0.5,4.74961945634651,1.34904796006705,that this,believed that this
17,injustice,8.0,3.0,1.0,NN,nsubj,4.0,4.0,4.0,4.0,-3.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,1,0.000671140939597315,0.0526315789473684,1.0,4.24792751344359,0.0,4,0.000101309424309196,0.00309597523219814,0.1,10.1997295011613,2.85101928406031,this injustice,that this injustice
18,to,2.0,1.0,1.0,TO,case,5.0,5.0,5.0,5.0,-4.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,36,0.0241610738255034,1.0,1.0,1.89969993145096,0.243926658709018,1169,0.0296076792543626,0.25,1.0,2.80922440399267,0.755386798616441,injustice to,this injustice to
19,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,32,0.0214765100671141,0.0277777777777778,1.0,2.68814774005552,0.25,904,0.0228959298938784,0.0256629597946963,1.0,3.58738322881247,1.02606624233911,to our,injustice to our
20,people,5.0,2.0,1.0,NNS,nmod:to,3.0,3.0,3.0,3.0,-2.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,9,0.00604026845637584,0.0625,1.0,3.19330895664147,0.777777777777778,176,0.00445761466960464,0.0243362831858407,0.0333333333333333,5.00737579276076,2.28619591351594,our people,to our people
21,",",,,,",",,,,,,,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13
22,this,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,19,0.012751677852349,0.0253164556962025,0.5,2.92269704461696,0.297045062619722,323,0.00818073601296761,0.00309734513274336,0.0384615384615385,4.74961945634651,1.34904796006705,", this","people , this"
23,waste,4.0,1.0,1.0,NN,appos,3.0,3.0,3.0,3.0,-2.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,1,0.000671140939597315,0.0526315789473684,0.5,4.24792751344359,1.0,3,7.59820682318973e-05,0.00309597523219814,0.142857142857143,8.97719701078731,1.79743914092625,this waste,", this waste"
24,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,57,0.038255033557047,1.0,1.0,0.648362911907467,0.101996161249422,1691,0.0428285591267128,0.333333333333333,1.0,1.70240777240252,0.42749345896955,waste of,this waste of
25,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,32,0.0214765100671141,0.140350877192982,1.0,2.68814774005552,0.25,904,0.0228959298938784,0.109994086339444,1.0,3.58738322881247,1.02606624233911,of our,waste of our
26,resources,8.0,3.0,1.0,NNS,nmod:of,2.0,2.0,2.0,2.0,-1.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,2,0.00134228187919463,0.03125,0.125,5.58496250072116,2.0,15,0.000379910341159486,0.00331858407079646,0.00537634408602151,5.1325351348951,2.6279633128833,our resources,of our resources
27,",",,,,",",,,,,,,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13
28,was,3.0,1.0,1.0,VBD,cop,3.0,3.0,2.0,3.0,-1.75,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,7,0.00469798657718121,0.0126582278481013,1.0,2.96933763035729,0.802101406302173,51,0.00129169515994225,0.00176991150442478,0.2,4.21453425988027,1.73263541839116,", was","resources , was"
29,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,32,0.0214765100671141,0.285714285714286,1.0,2.68814774005552,0.25,904,0.0228959298938784,0.0392156862745098,0.25,3.58738322881247,1.02606624233911,was our,", was our"
30,real,3.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,1,0.000671140939597315,0.03125,0.5,5.0,1.0,10,0.000253273560772991,0.00110619469026549,0.5,7.76841294245984,1.87313190310251,our real,was our real
31,enemy,5.0,3.0,1.0,NN,ccomp,1.0,1.0,1.0,1.0,0.0,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13,2,0.00134228187919463,1.0,1.0,2.12396375672179,0.5,5,0.000126636780386495,0.1,1.0,8.08808433023264,2.33921963419117,real enemy,our real enemy
32,.,,,,.,,,,,,,28,"For more than 30 years that I have served this Nation I have believed that this injustice to our people , this waste of our resources , was our real enemy .",13,13
1,For,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,18,0.0120805369127517,0.0892857142857143,0.0,2.4581436496934,0.111111111111111,447,0.0113213281665527,0.0297959183673469,0.0,3.64882859033514,0.891151486830728,<s> for,
2,30,,,,CD,nummod,3.0,3.0,3.0,3.0,-2.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,2,0.00134228187919463,0.0555555555555556,0.1,2.87744375108173,2.16096404744368,2,5.06547121545982e-05,0.00223713646532438,0.0136986301369863,7.40206551059166,5.25587632688369,for 30,<s> for 30
3,years,4.0,1.0,1.0,NNS,nmod:for,3.0,3.0,3.0,3.0,-2.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,3,0.00201342281879195,1.0,1.0,1.94429667138825,0.333333333333333,55,0.00139300458425145,1.0,1.0,2.90429954536072,0.933574238953556,30 years,for 30 years
4,or,2.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,4,0.00268456375838926,0.333333333333333,0.5,2.36842643740485,0.5,111,0.0028113365245802,0.0181818181818182,0.5,3.88253648518402,0.714987593011417,years or,30 years or
5,more,3.0,1.0,1.0,JJR,nummod,2.0,2.0,2.0,2.0,-1.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,6,0.00402684563758389,0.25,1.0,2.37711369039369,1.31781509926809,109,0.0027606818124256,0.00900900900900901,1.0,5.64200439265705,1.84235532325933,or more,years or more
6,",",,,,",",,,,,,,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6
7,with,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,4,0.00268456375838926,0.0253164556962025,1.0,3.48237239781039,0.0,225,0.0056986551173923,0.0106194690265487,0.142857142857143,3.88605006681577,1.00738903726858,", with","more , with"
8,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,72,0.0483221476510067,0.5,0.5,2.25447828278002,0.330390496933931,2261,0.0572651520907732,0.168888888888889,0.125,2.74917326769894,0.87789225295395,with the,", with the"
9,resources,8.0,3.0,1.0,NNS,nmod:with,3.0,3.0,3.0,3.0,-2.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,2,0.00134228187919463,0.0138888888888889,0.5,5.58496250072116,2.0,15,0.000379910341159486,0.000884564352056612,0.0263157894736842,5.1325351348951,2.6279633128833,the resources,with the resources
10,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,15,0.0100671140939597,0.5,1.0,3.76820356617148,0.17233083338141,213,0.00539472684446471,0.0666666666666667,0.5,5.1427819670081,1.29982848393134,resources i,the resources i
11,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,18,0.0120805369127517,0.4,1.0,2.06719188500321,0.986142574249383,292,0.00739558797457133,0.0985915492957746,1.0,3.80977694940257,2.02414628145526,i have,resources i have
12,had,3.0,1.0,1.0,VBN,acl:relcl,2.0,2.0,2.0,2.0,-1.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,2,0.00134228187919463,0.111111111111111,0.166666666666667,3.16992500144231,2.69615871138938,31,0.000785148038396272,0.0102739726027397,0.0476190476190476,5.74819746529472,2.57555206030976,have had,i have had
13,",",,,,",",,,,,,,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6
14,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,15,0.0100671140939597,0.0379746835443038,1.0,3.76820356617148,0.17233083338141,213,0.00539472684446471,0.0168141592920354,1.0,5.1427819670081,1.29982848393134,", i","had , i"
15,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,18,0.0120805369127517,0.4,0.333333333333333,2.06719188500321,0.986142574249383,292,0.00739558797457133,0.0985915492957746,0.0789473684210526,3.80977694940257,2.02414628145526,i have,", i have"
16,vigilantly,,,,RB,advmod,2.0,2.0,2.0,2.0,-1.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,1,0.000671140939597315,0.0555555555555556,0.166666666666667,4.16992500144231,2.58496250072116,1,2.53273560772991e-05,0.00342465753424658,0.0476190476190476,8.18982455888002,4.39231742277876,have vigilantly,i have vigilantly
17,fought,3.0,1.0,1.0,VBN,root,1.0,1.0,1.0,1.0,0.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,1,0.000671140939597315,1.0,1.0,0.0,0.0,5,0.000126636780386495,1.0,1.0,4.75780801077955,2.6559221162105,vigilantly fought,have vigilantly fought
18,against,6.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,2,0.00134228187919463,1.0,1.0,0.0,0.0,23,0.000582529189777879,0.2,1.0,2.87075151423729,0.608450149428646,fought against,vigilantly fought against
19,it,2.0,1.0,1.0,PRP,nmod:against,5.0,5.0,5.0,5.0,-4.0,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6,22,0.0147651006711409,0.5,1.0,3.06573520175932,0.49072087650999,311,0.00787680774004002,0.0869565217391304,1.0,4.33982858852606,1.06600148759107,against it,fought against it
20,.,,,,.,,,,,,,29,"For 30 years or more , with the resources I have had , I have vigilantly fought against it .",7,6
1,I,1.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,30,I have learned and I know that it will not surrender easily .,6,6,15,0.0100671140939597,0.0267857142857143,0.0,3.76820356617148,0.17233083338141,213,0.00539472684446471,0.0355102040816327,0.0,5.1427819670081,1.29982848393134,<s> i,
2,have,3.0,1.0,1.0,VBP,aux,4.0,4.0,3.0,4.0,-2.75,30,I have learned and I know that it will not surrender easily .,6,6,18,0.0120805369127517,0.4,0.333333333333333,2.06719188500321,0.986142574249383,292,0.00739558797457133,0.0985915492957746,0.0919540229885057,3.80977694940257,2.02414628145526,i have,<s> i have
3,learned,4.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,30,I have learned and I know that it will not surrender easily .,6,6,2,0.00134228187919463,0.0555555555555556,0.166666666666667,4.62869392134633,2.45344529780426,11,0.00027860091685029,0.0308219178082192,0.0476190476190476,5.74278457442681,4.254689952521,have learned,i have learned
4,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,30,I have learned and I know that it will not surrender easily .,6,6,67,0.0449664429530201,0.5,1.0,1.51634250610641,0.109282508878916,1549,0.0392320745637363,0.0909090909090909,0.111111111111111,2.60053892310722,0.707957414545442,learned and,have learned and
5,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,30,I have learned and I know that it will not surrender easily .,6,6,15,0.0100671140939597,0.0298507462686567,1.0,3.76820356617148,0.17233083338141,213,0.00539472684446471,0.0174306003873467,1.0,5.1427819670081,1.29982848393134,and i,learned and i
6,know,2.0,1.0,1.0,VBP,conj:and,2.0,2.0,2.0,2.0,-1.0,30,I have learned and I know that it will not surrender easily .,6,6,2,0.00134228187919463,0.0666666666666667,0.5,1.95344529780426,0.5,78,0.00197553377402933,0.0563380281690141,0.037037037037037,5.5552984047542,2.56943862512027,i know,and i know
